"X"	"Y"	"queClase"	"clases"
6.18	1	29	"(6,6.75]"
7.87	1	31	"(7.5,8.25]"
-6.89	0	11	"(-7.5,-6.75]"
-12.8	0	3	"(-13.5,-12.8]"
-9.39	0	8	"(-9.75,-9]"
-8.94	0	9	"(-9,-8.25]"
3.42	0	25	"(3,3.75]"
-4.85	0	14	"(-5.25,-4.5]"
-6.71	0	12	"(-6.75,-6]"
4.77	1	27	"(4.5,5.25]"
2.82	1	24	"(2.25,3]"
-3.54	0	16	"(-3.75,-3]"
11.5	1	36	"(11.2,12]"
5.28	0	28	"(5.25,6]"
-8.65	0	9	"(-9,-8.25]"
-10.3	0	7	"(-10.5,-9.75]"
-2.27	0	17	"(-3,-2.25]"
-3.31	1	16	"(-3.75,-3]"
-7.73	0	10	"(-8.25,-7.5]"
-14.3	0	1	"[-15,-14.2]"
-2.12	0	18	"(-2.25,-1.5]"
13.7	1	39	"(13.5,14.2]"
2.96	1	24	"(2.25,3]"
13.3	1	38	"(12.8,13.5]"
8.99	1	32	"(8.25,9]"
8.89	1	32	"(8.25,9]"
0.854	0	22	"(0.75,1.5]"
-2.7	1	17	"(-3,-2.25]"
11.1	1	35	"(10.5,11.2]"
-11.6	0	5	"(-12,-11.2]"
13.3	1	38	"(12.8,13.5]"
-13.4	0	3	"(-13.5,-12.8]"
-14.7	0	1	"[-15,-14.2]"
-8.54	0	9	"(-9,-8.25]"
14.1	1	39	"(13.5,14.2]"
-4.19	1	15	"(-4.5,-3.75]"
13.7	1	39	"(13.5,14.2]"
-14.1	0	2	"(-14.2,-13.5]"
-5.65	0	13	"(-6,-5.25]"
10.8	1	35	"(10.5,11.2]"
-12.5	0	4	"(-12.8,-12]"
-9.46	0	8	"(-9.75,-9]"
1.1	0	22	"(0.75,1.5]"
-6.1	0	12	"(-6.75,-6]"
13.4	1	38	"(12.8,13.5]"
14.9	1	40	"(14.2,15]"
11.5	1	36	"(11.2,12]"
11.8	1	36	"(11.2,12]"
11.3	1	36	"(11.2,12]"
-6.19	0	12	"(-6.75,-6]"
12.9	1	38	"(12.8,13.5]"
-2.02	1	18	"(-2.25,-1.5]"
-12.3	0	4	"(-12.8,-12]"
6.53	1	29	"(6,6.75]"
-2.39	1	17	"(-3,-2.25]"
-8.29	0	9	"(-9,-8.25]"
10.4	1	34	"(9.75,10.5]"
5.34	1	28	"(5.25,6]"
13.2	1	38	"(12.8,13.5]"
-8.18	0	10	"(-8.25,-7.5]"
8.06	1	31	"(7.5,8.25]"
6.63	1	29	"(6,6.75]"
-9.74	0	8	"(-9.75,-9]"
7.35	1	30	"(6.75,7.5]"
-8.43	0	9	"(-9,-8.25]"
12.8	1	38	"(12.8,13.5]"
12.6	1	37	"(12,12.8]"
9.1	1	33	"(9,9.75]"
-3.44	1	16	"(-3.75,-3]"
6	0	28	"(5.25,6]"
-3.6	0	16	"(-3.75,-3]"
11.5	1	36	"(11.2,12]"
2.64	0	24	"(2.25,3]"
12.3	1	37	"(12,12.8]"
-3.64	1	16	"(-3.75,-3]"
-5.97	0	13	"(-6,-5.25]"
-12.1	0	4	"(-12.8,-12]"
11.9	1	36	"(11.2,12]"
-13.3	0	3	"(-13.5,-12.8]"
-0.647	0	20	"(-0.75,0]"
10.2	1	34	"(9.75,10.5]"
-3.48	1	16	"(-3.75,-3]"
4.15	0	26	"(3.75,4.5]"
-10.3	0	7	"(-10.5,-9.75]"
7.77	1	31	"(7.5,8.25]"
12	1	37	"(11.2,12]"
10.2	1	34	"(9.75,10.5]"
-3.56	0	16	"(-3.75,-3]"
-7.35	0	11	"(-7.5,-6.75]"
-7.25	0	11	"(-7.5,-6.75]"
7.86	1	31	"(7.5,8.25]"
9.14	1	33	"(9,9.75]"
5.6	0	28	"(5.25,6]"
-9.08	0	8	"(-9.75,-9]"
-3.09	1	16	"(-3.75,-3]"
9.15	1	33	"(9,9.75]"
-0.311	1	20	"(-0.75,0]"
4.91	0	27	"(4.5,5.25]"
-0.93	0	19	"(-1.5,-0.75]"
-2.75	0	17	"(-3,-2.25]"
-8.73	0	9	"(-9,-8.25]"
8.6	1	32	"(8.25,9]"
8.42	1	32	"(8.25,9]"
-13.1	0	3	"(-13.5,-12.8]"
12.5	1	37	"(12,12.8]"
2.47	1	24	"(2.25,3]"
4.59	1	27	"(4.5,5.25]"
14.9	1	40	"(14.2,15]"
4	1	26	"(3.75,4.5]"
14.6	1	40	"(14.2,15]"
11.8	1	36	"(11.2,12]"
12.3	1	37	"(12,12.8]"
-4.53	0	14	"(-5.25,-4.5]"
12	1	37	"(11.2,12]"
-6.06	0	12	"(-6.75,-6]"
-9.31	0	8	"(-9.75,-9]"
0.724	0	21	"(0,0.75]"
8.57	1	32	"(8.25,9]"
8.49	1	32	"(8.25,9]"
-6.69	0	12	"(-6.75,-6]"
4.53	1	27	"(4.5,5.25]"
-6.02	0	12	"(-6.75,-6]"
14.8	1	40	"(14.2,15]"
-8.64	0	9	"(-9,-8.25]"
0.587	1	21	"(0,0.75]"
9.75	1	34	"(9,9.75]"
4.9	0	27	"(4.5,5.25]"
0.357	1	21	"(0,0.75]"
7.59	1	31	"(7.5,8.25]"
-6.31	0	12	"(-6.75,-6]"
1.47	1	22	"(0.75,1.5]"
-2.42	0	17	"(-3,-2.25]"
5.31	1	28	"(5.25,6]"
6.92	1	30	"(6.75,7.5]"
-5.34	1	13	"(-6,-5.25]"
-3.67	1	16	"(-3.75,-3]"
14.2	1	39	"(13.5,14.2]"
9.86	1	34	"(9.75,10.5]"
1.19	1	22	"(0.75,1.5]"
-13.1	0	3	"(-13.5,-12.8]"
3.85	0	26	"(3.75,4.5]"
-10.3	0	7	"(-10.5,-9.75]"
-5.39	1	13	"(-6,-5.25]"
11.6	1	36	"(11.2,12]"
-5.56	0	13	"(-6,-5.25]"
-6.13	0	12	"(-6.75,-6]"
-7.06	0	11	"(-7.5,-6.75]"
-4.26	0	15	"(-4.5,-3.75]"
-8.76	0	9	"(-9,-8.25]"
12.7	1	37	"(12,12.8]"
2.93	0	24	"(2.25,3]"
-10.2	0	7	"(-10.5,-9.75]"
9.67	1	33	"(9,9.75]"
2.93	0	24	"(2.25,3]"
10.4	1	34	"(9.75,10.5]"
-12.1	0	4	"(-12.8,-12]"
-0.773	0	19	"(-1.5,-0.75]"
-6.66	0	12	"(-6.75,-6]"
-0.784	1	19	"(-1.5,-0.75]"
-1.54	0	18	"(-2.25,-1.5]"
10.5	1	35	"(9.75,10.5]"
-12.1	0	4	"(-12.8,-12]"
-3.57	0	16	"(-3.75,-3]"
-9.03	0	8	"(-9.75,-9]"
10.5	1	34	"(9.75,10.5]"
-9.23	0	8	"(-9.75,-9]"
-6.31	0	12	"(-6.75,-6]"
-8.46	0	9	"(-9,-8.25]"
-3.65	1	16	"(-3.75,-3]"
-13.2	0	3	"(-13.5,-12.8]"
-5.04	1	14	"(-5.25,-4.5]"
3.89	0	26	"(3.75,4.5]"
-6.74	0	12	"(-6.75,-6]"
-9.02	0	8	"(-9.75,-9]"
-11	0	6	"(-11.2,-10.5]"
7.21	1	30	"(6.75,7.5]"
8.4	1	32	"(8.25,9]"
-12.1	0	4	"(-12.8,-12]"
6.84	1	30	"(6.75,7.5]"
-13.9	0	2	"(-14.2,-13.5]"
13.9	1	39	"(13.5,14.2]"
10.8	1	35	"(10.5,11.2]"
9.73	1	33	"(9,9.75]"
12.6	1	37	"(12,12.8]"
13.4	1	38	"(12.8,13.5]"
3.27	1	25	"(3,3.75]"
6.56	1	29	"(6,6.75]"
-7.66	0	10	"(-8.25,-7.5]"
-5.21	0	14	"(-5.25,-4.5]"
13.5	1	39	"(12.8,13.5]"
-0.291	1	20	"(-0.75,0]"
-9.81	0	7	"(-10.5,-9.75]"
11.9	1	36	"(11.2,12]"
1.27	0	22	"(0.75,1.5]"
-12.6	0	4	"(-12.8,-12]"
-3.11	0	16	"(-3.75,-3]"
3.6	0	25	"(3,3.75]"
14.4	1	40	"(14.2,15]"
2.2	1	23	"(1.5,2.25]"
4.36	1	26	"(3.75,4.5]"
10.4	1	34	"(9.75,10.5]"
4.28	0	26	"(3.75,4.5]"
7.11	1	30	"(6.75,7.5]"
-8.62	0	9	"(-9,-8.25]"
0.669	0	21	"(0,0.75]"
13.4	1	38	"(12.8,13.5]"
7.84	1	31	"(7.5,8.25]"
-9.1	0	8	"(-9.75,-9]"
-5.11	0	14	"(-5.25,-4.5]"
10.1	1	34	"(9.75,10.5]"
6.28	1	29	"(6,6.75]"
-11.8	0	5	"(-12,-11.2]"
-10.5	0	7	"(-11.2,-10.5]"
6.61	0	29	"(6,6.75]"
0.756	0	22	"(0.75,1.5]"
-6.9	0	11	"(-7.5,-6.75]"
-13.8	0	2	"(-14.2,-13.5]"
